1PEM_S1_R1_001_val_1	2256.0	3013.0	12051.0	29647.0	49603.0	75528.0	112553.0	140498.0	150341.0	178000.0	204769.0	205131.0	195062.0	190395.0	194992.0	239193.0	282666.0	257639.0	222142.0	210766.0	211890.0	214842.0	209378.0	239566.0	644809.0	1468635.0	4168130.0	1480871.0	8329151.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
1PEM_S1_R2_001_val_2	6710.0	6892.0	6905.0	7222.0	7330.0	7202.0	7297.0	7039.0	7307.0	7164.0	7325.0	7292.0	7430.0	8199.0	8541.0	9225.0	10089.0	11045.0	12239.0	14144.0	17167.0	22009.0	30049.0	45123.0	89858.0	276132.0	2688021.0	10056117.0	6532444.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
1RDAS_S11_R1_001_val_1	2292.0	3225.0	13975.0	32425.0	54314.0	86222.0	130108.0	161089.0	175312.0	215406.0	242739.0	240784.0	226733.0	229495.0	235381.0	297452.0	337605.0	300009.0	260882.0	251149.0	252642.0	253341.0	247226.0	286625.0	833051.0	1662170.0	4626002.0	1664769.0	9346196.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
1RDAS_S11_R2_001_val_2	7886.0	8056.0	8206.0	8473.0	8594.0	8490.0	8468.0	8272.0	8794.0	8480.0	8513.0	8584.0	8992.0	9433.0	10178.0	10800.0	11723.0	12776.0	13828.0	16028.0	19470.0	24836.0	34405.0	50745.0	102854.0	319873.0	3293156.0	11346758.0	7281948.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
20_P_ES_S30_R1_001_val_1	2425.0	7339.0	23337.0	42308.0	64493.0	93570.0	125723.0	135398.0	145833.0	167611.0	185823.0	186396.0	179168.0	178369.0	203032.0	278298.0	282820.0	233408.0	208880.0	207000.0	214691.0	218789.0	212727.0	252863.0	858596.0	1201906.0	3652972.0	275459.0	8053514.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
20_P_ES_S30_R2_001_val_2	2673.0	2819.0	3500.0	3059.0	3328.0	2971.0	2808.0	2615.0	2364.0	2510.0	2517.0	2787.0	2818.0	2834.0	2943.0	3447.0	3909.0	4019.0	4370.0	4864.0	5370.0	6930.0	8937.0	14002.0	50126.0	159049.0	3451053.0	8805028.0	5329098.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
21_P_ME_S31_R1_001_val_1	5836.0	12976.0	40767.0	69548.0	103370.0	146008.0	203970.0	218602.0	227828.0	260859.0	285703.0	272423.0	253134.0	251548.0	272718.0	359932.0	375638.0	315656.0	274238.0	266376.0	270230.0	271186.0	261808.0	310973.0	1130756.0	1485905.0	4686492.0	354182.0	10377157.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
21_P_ME_S31_R2_001_val_2	3083.0	3089.0	3703.0	3630.0	3793.0	3471.0	3316.0	3272.0	3004.0	3148.0	3174.0	3322.0	3334.0	3592.0	3715.0	4272.0	4825.0	4953.0	5480.0	6180.0	6954.0	9026.0	11609.0	17959.0	71257.0	233394.0	4559487.0	11413754.0	6966023.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
22_P_CE_S32_R1_001_val_1	2131.0	6442.0	23458.0	45084.0	69112.0	102148.0	148829.0	167193.0	181401.0	213796.0	240630.0	235090.0	220757.0	219219.0	237080.0	310021.0	335412.0	292124.0	259346.0	250134.0	249308.0	249117.0	242303.0	286734.0	1006340.0	1369964.0	4200480.0	310972.0	9196430.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
22_P_CE_S32_R2_001_val_2	2849.0	2865.0	3557.0	3052.0	3198.0	2875.0	2645.0	2585.0	2445.0	2438.0	2498.0	2727.0	2889.0	2871.0	3142.0	3577.0	3907.0	4084.0	4532.0	5198.0	5939.0	7584.0	10202.0	15154.0	55836.0	185793.0	4010873.0	10182629.0	6133111.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
23_P_FA_S33_R1_001_val_1	2445.0	6658.0	22417.0	42602.0	68227.0	103180.0	146711.0	163659.0	175835.0	204309.0	227567.0	221137.0	207595.0	206892.0	227965.0	300336.0	321896.0	272669.0	235517.0	229290.0	233004.0	236051.0	227432.0	269945.0	979377.0	1376407.0	4389068.0	317861.0	9611069.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
23_P_FA_S33_R2_001_val_2	3428.0	3268.0	4026.0	3538.0	3767.0	3480.0	3308.0	3168.0	3023.0	3033.0	3126.0	3259.0	3375.0	3436.0	3662.0	3939.0	4502.0	4621.0	5266.0	5734.0	6342.0	8080.0	11080.0	16690.0	58563.0	191517.0	4083172.0	10355933.0	6220785.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
2AF_S2_R1_001_val_1	3841.0	4648.0	19624.0	48950.0	85632.0	132742.0	195486.0	242248.0	252681.0	299056.0	339829.0	337838.0	306000.0	289227.0	295348.0	362333.0	427531.0	384200.0	323825.0	303819.0	302020.0	300106.0	295153.0	358016.0	1571122.0	6404355.0	1244427.0	12448602.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
2AF_S2_R2_001_val_2	10024.0	10700.0	10520.0	10250.0	9990.0	10257.0	10402.0	10258.0	10785.0	10469.0	10680.0	10584.0	10841.0	11819.0	12935.0	13760.0	14484.0	15504.0	17549.0	20685.0	25779.0	35173.0	51343.0	95575.0	282960.0	3553831.0	14129200.0	9162302.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
2HS_S7_R1_001_val_1	3198.0	3919.0	14974.0	39433.0	68060.0	107246.0	161151.0	206800.0	224129.0	260450.0	308930.0	315487.0	293821.0	274812.0	278867.0	326670.0	398076.0	383427.0	322420.0	297067.0	293105.0	291935.0	293691.0	353236.0	1447691.0	6401349.0	1286189.0	12508828.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
2HS_S7_R2_001_val_2	9773.0	10746.0	10550.0	9857.0	9930.0	10280.0	10445.0	10042.0	10695.0	10636.0	10506.0	10644.0	10593.0	11717.0	12676.0	13509.0	14956.0	15723.0	17591.0	20451.0	25569.0	35037.0	51213.0	91615.0	259616.0	3218496.0	13956877.0	9285218.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
2MRPF_S10_R1_001_val_1	2567.0	3983.0	16083.0	36688.0	59941.0	90808.0	131499.0	158840.0	168595.0	203857.0	228046.0	226911.0	213187.0	210845.0	215312.0	267425.0	310497.0	278915.0	241002.0	228929.0	230145.0	232491.0	227998.0	263549.0	749984.0	1581892.0	4571127.0	1623225.0	9211264.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
2MRPF_S10_R2_001_val_2	7254.0	7850.0	7902.0	8101.0	8222.0	8318.0	7967.0	7893.0	8231.0	8071.0	8349.0	8646.0	8710.0	9434.0	9893.0	10487.0	11658.0	12750.0	13916.0	16080.0	19733.0	25198.0	34546.0	50706.0	102852.0	318296.0	3211927.0	11011307.0	7021308.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
2PSL_S2_R1_001_val_1	2139.0	3352.0	13823.0	31643.0	53714.0	82977.0	122455.0	147278.0	155961.0	191048.0	213509.0	212094.0	197770.0	198107.0	205340.0	261816.0	299657.0	264496.0	231598.0	219593.0	220940.0	223939.0	221005.0	255656.0	764771.0	1549872.0	4431365.0	1549411.0	8935587.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
2PSL_S2_R2_001_val_2	7395.0	7344.0	7393.0	7666.0	7641.0	7568.0	7554.0	7430.0	7655.0	7515.0	7590.0	7759.0	7820.0	8729.0	9261.0	9815.0	10588.0	11485.0	12702.0	14787.0	18125.0	23241.0	32186.0	47663.0	97827.0	302509.0	3085236.0	10639106.0	6839326.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
2RDAM_S12_R1_001_val_1	1556.0	1892.0	6684.0	18043.0	32523.0	52749.0	83517.0	111540.0	127443.0	153837.0	185754.0	194051.0	188369.0	183682.0	190368.0	221352.0	269116.0	265670.0	231365.0	217093.0	220898.0	226693.0	224951.0	250321.0	639033.0	1642776.0	4871106.0	1737018.0	9679680.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
2RDAM_S12_R2_001_val_2	7251.0	7452.0	7529.0	8101.0	8110.0	7935.0	7770.0	7855.0	8208.0	8219.0	8316.0	8235.0	8519.0	9157.0	9772.0	10561.0	11441.0	12486.0	13409.0	15689.0	19111.0	24317.0	33480.0	49873.0	92624.0	271402.0	2720076.0	11333876.0	7498306.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
3HS_S8_R1_001_val_1	2884.0	3796.0	15950.0	39243.0	69028.0	107333.0	160035.0	197771.0	207846.0	246121.0	282842.0	282797.0	258869.0	247224.0	255032.0	311663.0	368077.0	333823.0	281511.0	265948.0	262750.0	260638.0	257968.0	310967.0	1320097.0	5382852.0	1045606.0	10413465.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
3HS_S8_R2_001_val_2	8535.0	9255.0	9178.0	8669.0	8491.0	8624.0	9072.0	8721.0	9130.0	8988.0	9171.0	9182.0	9214.0	9955.0	10953.0	11316.0	12343.0	12963.0	14536.0	17188.0	21355.0	29664.0	43086.0	80326.0	236285.0	2999032.0	11921659.0	7655245.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
3PDR_S3_R1_001_val_1	2407.0	3493.0	14145.0	34022.0	56539.0	87618.0	129167.0	159400.0	171205.0	203700.0	231761.0	233076.0	219051.0	214335.0	220665.0	269812.0	320615.0	293294.0	252066.0	237873.0	240239.0	242096.0	237381.0	270009.0	742282.0	1718674.0	5087177.0	1782376.0	10237101.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
3PDR_S3_R2_001_val_2	7801.0	8193.0	7999.0	8205.0	8527.0	8347.0	8417.0	8264.0	8599.0	8525.0	8728.0	8816.0	9014.0	9863.0	10387.0	11213.0	11815.0	13157.0	14420.0	16492.0	20591.0	26048.0	35964.0	53547.0	106085.0	325273.0	3208531.0	12028329.0	7910429.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
3RAM_S13_R1_001_val_1	2722.0	4933.0	20247.0	48322.0	78298.0	114566.0	163446.0	198582.0	203689.0	232177.0	261112.0	257764.0	241185.0	235075.0	240904.0	293084.0	344654.0	313810.0	266433.0	249577.0	250022.0	252234.0	246418.0	276583.0	744686.0	1716010.0	4834504.0	1704295.0	9586091.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
3RAM_S13_R2_001_val_2	7877.0	8063.0	7969.0	8503.0	8640.0	8427.0	8519.0	8236.0	8534.0	8637.0	8583.0	8889.0	9053.0	9640.0	10170.0	11137.0	11917.0	13005.0	14061.0	16382.0	20303.0	25928.0	36024.0	53222.0	108965.0	339220.0	3095411.0	11782804.0	7723304.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
3_MR_MF_S16_R1_001_val_1	5341.0	10771.0	32371.0	57348.0	87620.0	126088.0	181938.0	200326.0	211919.0	243087.0	266731.0	255670.0	236606.0	237984.0	259667.0	337589.0	354434.0	302664.0	265888.0	257038.0	256984.0	254635.0	244393.0	293116.0	1057694.0	1393468.0	4223964.0	319314.0	9250516.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
3_MR_MF_S16_R2_001_val_2	2476.0	2628.0	3192.0	2873.0	3017.0	2921.0	2724.0	2564.0	2503.0	2600.0	2556.0	2664.0	2899.0	2972.0	3164.0	3629.0	3998.0	4050.0	4655.0	5121.0	5864.0	7656.0	10229.0	15418.0	62732.0	210039.0	4206928.0	10419272.0	6223820.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
4AF_S4_R1_001_val_1	3651.0	4431.0	17585.0	44590.0	76980.0	118678.0	173351.0	218326.0	231657.0	268509.0	310107.0	311923.0	286306.0	266907.0	272682.0	325658.0	393183.0	366282.0	307569.0	286543.0	283533.0	279043.0	278873.0	336596.0	1419140.0	6124855.0	1225625.0	11901773.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
4AF_S4_R2_001_val_2	9335.0	9956.0	9805.0	9540.0	9325.0	9911.0	9800.0	9435.0	9998.0	9971.0	9907.0	10112.0	10174.0	11003.0	11824.0	12634.0	13815.0	14432.0	16545.0	19336.0	24176.0	33458.0	48358.0	89094.0	259517.0	3162398.0	13438624.0	8851873.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
4HS_S9_R1_001_val_1	3573.0	4728.0	19212.0	48823.0	84667.0	130453.0	191952.0	243151.0	259453.0	301669.0	351307.0	357092.0	330878.0	307317.0	311915.0	368855.0	443693.0	416531.0	349253.0	324945.0	319156.0	317349.0	318625.0	377764.0	1538068.0	6529710.0	1302400.0	12713741.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
4HS_S9_R2_001_val_2	9653.0	10688.0	10721.0	10132.0	10084.0	10426.0	10799.0	10245.0	10831.0	10867.0	10815.0	10894.0	11129.0	12245.0	13286.0	14415.0	15330.0	16441.0	17935.0	21087.0	26182.0	36580.0	53749.0	98131.0	287423.0	3503384.0	14512942.0	9499866.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
4PSR_S4_R1_001_val_1	2250.0	3285.0	13634.0	33223.0	55877.0	85559.0	127496.0	157206.0	168107.0	202293.0	231573.0	234231.0	219592.0	217712.0	225433.0	280024.0	329581.0	297645.0	255939.0	244857.0	247109.0	251998.0	245013.0	281720.0	783918.0	1741598.0	4956896.0	1770154.0	9929560.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
4PSR_S4_R2_001_val_2	7991.0	8297.0	8554.0	8768.0	8894.0	8746.0	8652.0	8593.0	8806.0	8738.0	8851.0	9041.0	9238.0	9981.0	10673.0	11553.0	12314.0	13549.0	14933.0	16724.0	21163.0	26484.0	37103.0	55315.0	108145.0	329978.0	3227882.0	11864493.0	7720024.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
4RRS_S14_R1_001_val_1	2036.0	3194.0	13275.0	31610.0	50904.0	77073.0	112195.0	138212.0	149395.0	176480.0	205638.0	210996.0	202849.0	196116.0	199805.0	240348.0	290996.0	274440.0	235242.0	221603.0	223001.0	225601.0	223085.0	250557.0	644122.0	1517242.0	4315960.0	1535631.0	8567207.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
4RRS_S14_R2_001_val_2	6864.0	7101.0	7524.0	7491.0	7685.0	7737.0	7518.0	7360.0	7741.0	7626.0	7889.0	7982.0	8092.0	8945.0	9496.0	10071.0	10815.0	12073.0	13049.0	15093.0	18155.0	23492.0	32188.0	47458.0	93122.0	282331.0	2735405.0	10367379.0	6757131.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
4_MR_CL_S17_R1_001_val_1	4940.0	11769.0	39132.0	66483.0	96501.0	135938.0	192397.0	209603.0	226699.0	267279.0	302126.0	294283.0	279540.0	282646.0	313459.0	418416.0	447977.0	386266.0	346114.0	342474.0	345507.0	348382.0	346080.0	420000.0	1565370.0	1998972.0	6397610.0	461942.0	14222619.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
4_MR_CL_S17_R2_001_val_2	3883.0	4323.0	4995.0	4626.0	5104.0	4603.0	4485.0	4276.0	3990.0	4117.0	4207.0	4321.0	4390.0	4538.0	4829.0	5474.0	6040.0	6458.0	7052.0	8105.0	8931.0	11332.0	14778.0	22162.0	79019.0	260375.0	6252666.0	15148170.0	8873275.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
5AF_S5_R1_001_val_1	1925.0	2664.0	12001.0	29731.0	53124.0	83870.0	126254.0	158007.0	167962.0	204476.0	234771.0	234106.0	213857.0	206720.0	215313.0	269794.0	314997.0	282009.0	242823.0	231233.0	230730.0	231094.0	228713.0	286126.0	1321598.0	5358481.0	1047226.0	10444362.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
5AF_S5_R2_001_val_2	8302.0	8598.0	8369.0	8102.0	7916.0	8247.0	8400.0	8201.0	8590.0	8440.0	8514.0	8552.0	8898.0	9295.0	10212.0	10681.0	11516.0	12356.0	13812.0	16598.0	20630.0	28451.0	41559.0	75203.0	222200.0	3044419.0	11525570.0	7282336.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
5HS_S10_R1_001_val_1	3733.0	4677.0	18253.0	45286.0	77532.0	117596.0	171170.0	212149.0	221743.0	260118.0	298741.0	301280.0	273905.0	258047.0	261501.0	313649.0	374429.0	343201.0	289051.0	271852.0	269898.0	266647.0	265128.0	321696.0	1394044.0	5929260.0	1179472.0	11610553.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
5HS_S10_R2_001_val_2	8984.0	9649.0	9492.0	9304.0	9165.0	9640.0	9545.0	9298.0	9696.0	9626.0	9597.0	9764.0	10061.0	10642.0	11586.0	12487.0	13284.0	14348.0	16043.0	18700.0	23534.0	32240.0	47095.0	87229.0	254964.0	3149192.0	13025079.0	8514367.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
5PAM_S5_R1_001_val_1	2825.0	4742.0	19239.0	43512.0	68959.0	102802.0	145990.0	174627.0	182017.0	215617.0	244022.0	244306.0	230343.0	224704.0	230411.0	281517.0	331051.0	301596.0	258009.0	244556.0	246022.0	249423.0	246397.0	281122.0	763978.0	1686999.0	4843792.0	1726673.0	9746379.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
5PAM_S5_R2_001_val_2	7720.0	7830.0	8070.0	7937.0	8220.0	8214.0	8166.0	8075.0	8429.0	8275.0	8423.0	8786.0	8822.0	9612.0	10188.0	11187.0	12182.0	13138.0	14301.0	16959.0	20880.0	26727.0	37057.0	54911.0	111627.0	342267.0	3240426.0	11705539.0	7607662.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
5ROCA_S15_R1_001_val_1	1640.0	2344.0	9971.0	24069.0	41973.0	66251.0	100601.0	126773.0	138564.0	166383.0	192177.0	195066.0	186831.0	184023.0	192271.0	234719.0	278508.0	256820.0	221825.0	211352.0	214782.0	219166.0	215391.0	247681.0	694184.0	1575242.0	4624319.0	1648947.0	9345996.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
5ROCA_S15_R2_001_val_2	7407.0	7617.0	7483.0	7777.0	7866.0	7835.0	7662.0	7705.0	7926.0	7959.0	8051.0	8227.0	8380.0	8988.0	9572.0	10217.0	10938.0	11891.0	13055.0	14963.0	18568.0	23652.0	32907.0	48594.0	94928.0	289565.0	3014284.0	10883256.0	7030596.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
5_MR_PC_S18_R1_001_val_1	4407.0	13064.0	47550.0	85589.0	127792.0	183177.0	258113.0	280484.0	295764.0	340144.0	376181.0	356316.0	329209.0	322382.0	346201.0	448866.0	473951.0	400304.0	348438.0	332184.0	326209.0	322352.0	310823.0	361561.0	1238418.0	1600071.0	4567506.0	334483.0	9892054.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
5_MR_PC_S18_R2_001_val_2	3902.0	3653.0	4516.0	4040.0	4093.0	3812.0	3504.0	3377.0	3218.0	3226.0	3115.0	3460.0	3549.0	3670.0	3927.0	4270.0	4715.0	5017.0	5575.0	6351.0	6944.0	9123.0	12038.0	17970.0	82395.0	273613.0	4825614.0	11901889.0	7113017.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
6AF_S1_R1_001_val_1	1779.0	4515.0	14984.0	27210.0	44640.0	66905.0	92142.0	100314.0	118097.0	142978.0	164376.0	160943.0	157728.0	160203.0	180736.0	231137.0	247391.0	217677.0	200506.0	199177.0	201300.0	203147.0	200240.0	267156.0	927991.0	2166433.0	2825100.0	8996648.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
6AF_S1_R2_001_val_2	5246.0	5455.0	6469.0	8536.0	9521.0	8061.0	6636.0	6798.0	7971.0	8704.0	8014.0	7605.0	7899.0	8825.0	9728.0	10382.0	10806.0	11579.0	13643.0	16444.0	21176.0	27157.0	37685.0	61402.0	173466.0	985736.0	7603959.0	9232550.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
6PAG_S6_R1_001_val_1	2287.0	3173.0	12494.0	30858.0	53070.0	81598.0	119925.0	151884.0	163647.0	187415.0	218207.0	221412.0	210722.0	205677.0	213402.0	254918.0	308852.0	290978.0	247308.0	229929.0	232432.0	236156.0	230992.0	256983.0	647217.0	1589644.0	4570849.0	1615644.0	8945607.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
6PAG_S6_R2_001_val_2	6887.0	7409.0	7296.0	7553.0	7690.0	7727.0	7847.0	7650.0	7964.0	8072.0	7891.0	8118.0	8268.0	9059.0	9498.0	10171.0	10966.0	11836.0	13337.0	15772.0	19169.0	24399.0	33740.0	49965.0	97401.0	292556.0	2703799.0	10918543.0	7212697.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
6R_FD_S15_R1_001_val_1	885.0	2668.0	9142.0	16946.0	27446.0	42062.0	57772.0	64609.0	77739.0	94739.0	110481.0	108764.0	108100.0	110327.0	125713.0	162538.0	174643.0	155161.0	143176.0	142353.0	143448.0	146481.0	145474.0	194290.0	671171.0	1524682.0	1989502.0	6306977.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
6R_FD_S15_R2_001_val_2	4046.0	4115.0	5130.0	6374.0	7347.0	5909.0	4931.0	5114.0	5892.0	6208.0	5847.0	5421.0	5840.0	6252.0	7015.0	7551.0	7841.0	8191.0	9700.0	11882.0	14926.0	18922.0	26322.0	43102.0	119778.0	695982.0	5436998.0	6370653.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
6_MR_PM_S19_R1_001_val_1	2744.0	8181.0	26181.0	45432.0	66928.0	94513.0	129796.0	140853.0	148281.0	170655.0	191283.0	185292.0	175137.0	172603.0	188031.0	244462.0	261576.0	225691.0	198156.0	191900.0	191852.0	193782.0	189629.0	222083.0	751941.0	1041752.0	3221907.0	239883.0	7026440.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
6_MR_PM_S19_R2_001_val_2	2255.0	2366.0	2998.0	2477.0	2721.0	2510.0	2339.0	2191.0	2025.0	2150.0	2133.0	2377.0	2401.0	2391.0	2555.0	2808.0	3276.0	3585.0	3847.0	4343.0	4729.0	6289.0	7967.0	12131.0	46892.0	154247.0	3026463.0	7833261.0	4801237.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
7AF_S2_R1_001_val_1	1105.0	2820.0	8924.0	17156.0	28806.0	44283.0	61539.0	69965.0	81945.0	100168.0	118238.0	118622.0	118338.0	120971.0	137118.0	177238.0	197029.0	177780.0	162176.0	160880.0	163151.0	168033.0	164915.0	218429.0	744924.0	1838632.0	2381838.0	7586045.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
7AF_S2_R2_001_val_2	4640.0	4669.0	5637.0	7304.0	8345.0	6985.0	5883.0	5962.0	6870.0	7564.0	6754.0	6604.0	6735.0	7348.0	8176.0	8950.0	9061.0	9911.0	11530.0	13972.0	17798.0	23437.0	32146.0	52233.0	140151.0	803958.0	6120356.0	7828089.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
7PIL_S7_R1_001_val_1	3089.0	4138.0	16393.0	39797.0	67885.0	105733.0	155941.0	192214.0	203129.0	238888.0	272980.0	272469.0	253877.0	249784.0	256747.0	318524.0	370208.0	334955.0	289881.0	273879.0	273473.0	275527.0	267867.0	305276.0	861955.0	1939693.0	5645062.0	1994665.0	11417258.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
7PIL_S7_R2_001_val_2	8809.0	9096.0	9164.0	9390.0	9602.0	9314.0	9221.0	9187.0	9781.0	9506.0	9638.0	9753.0	9884.0	10953.0	11831.0	12419.0	13345.0	14793.0	16068.0	18706.0	22729.0	29034.0	39952.0	60289.0	119765.0	367965.0	3610346.0	13510652.0	8920095.0
	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74
7R_FV_S16_R1_001_val_1	892.0	2223.0	6796.0	12193.0	19600.0	29791.0	40644.0	45041.0	53763.0	65215.0	75744.0	75319.0	74332.0	75019.0	84041.0	109528.0	117116.0	104255.0	96129.0	95467.0	96288.0	98834.0	98365.0	131705.0	459009.0	1063611.0	1400815.0	4457231.0
